Sum of students_enrolled_courser,Column Labels,,,,
Row Labels,Advanced,Beginner,Intermediate,Mixed,Grand Total
Innovation: From Creativity to Entrepreneurship,,25000,,,25000
Fundamentos Empresariales,,25000,,,25000
International Cyber Conflicts,,,,25000,25000
¿Qué hacen los buenos directivos? Prioridades de la Alta Dirección,,25000,,,25000
Understanding Medical Research: Your Facebook Friend is Wrong,,24000,,,24000
Renewable Energy and Green Building Entrepreneurship,,24000,,,24000
Supply Chain Operations,,24000,,,24000
Financing and Investing in Infrastructure,,,,24000,24000
Building Scalable Java Microservices with Spring Boot and Spring Cloud,,,24000,,24000
Business Strategies for A Better World,,24000,,,24000
Data Analytics for Lean Six Sigma,,24000,,,24000
Reinforcement Learning,,,23000,,23000
The Changing Global Order,,,23000,,23000
Positive Psychology: Applications and Interventions,,23000,,,23000
Virtual Teacher,,23000,,,23000
User Experience Research and Design,,23000,,,23000
Managing Innovation and Design Thinking,,23000,,,23000
The Art of Sales: Mastering the Selling Process,,23000,,,23000
Liderazgo efectivo para el siglo XXI,,,23000,,23000
Implementación del Marketing Mix,,23000,,,23000
Engineering Project Management: Initiating and Planning,,23000,,,23000
Dairy Production and Management,,,,23000,23000
An Introduction to American Law,,23000,,,23000
Cybersecurity for Business,,23000,,,23000
Chemicals and Health,,23000,,,23000
"Epidemics, Pandemics and Outbreaks",,,,23000,23000
Actualización en el manejo del paciente con diabetes mellitus tipo 2,,,,23000,23000
Osteoarchaeology: The Truth in Our Bones,,22000,,,22000
The Business of Health Care,,22000,,,22000
"Negotiation, Mediation and Conflict Resolution",,22000,,,22000
Preparing for the Google Cloud Associate Cloud Engineer Exam,,22000,,,22000
Smart Cities – Management of Smart Urban Infrastructures,,22000,,,22000
Market Research,,22000,,,22000
Learn English,,22000,,,22000
Fundamentals of Reinforcement Learning,,,22000,,22000
Julia Scientific Programming,,22000,,,22000
Getting Started with SAS Programming,,22000,,,22000
International Business Essentials,,,22000,,22000
International Humanitarian Law in Theory and Practice,,22000,,,22000
"Influencing: Storytelling, Change Management and Governance",,22000,,,22000
Global Environmental Management,,,22000,,22000
Accelerated Computer Science Fundamentals,,,22000,,22000
Autodesk Certified Professional: AutoCAD for Design and Drafting Exam Prep,22000,,,,22000
Building Conversational Experiences with Dialogflow,,22000,,,22000
Cuidados y procedimientos generales en la atención del recién nacido,,,22000,,22000
Chinese for HSK 1,,22000,,,22000
Python Classes and Inheritance,,,21000,,21000
"Modern Robotics:  Mechanics, Planning, and Control",,,21000,,21000
Object-Oriented Data Structures in C++,,,21000,,21000
Nanotechnology: A Maker’s Course,,,,21000,21000
Diseño y Creación de un Emprendimiento Social,,21000,,,21000
Психолингвистика (Psycholinguistics),,,,21000,21000
Age of Cathedrals,,21000,,,21000
Blockchain Revolution,,21000,,,21000
Digital Business Models,,21000,,,21000
"Sleep: Neurobiology, Medicine, and Society",,20000,,,20000
Pricing Strategy Optimization,,20000,,,20000
Fundamentals of Immunology,,,20000,,20000
International Organizations Management,,20000,,,20000
Fintech: Foundations & Applications of Financial Technology,,20000,,,20000
Introduction to Computer Programming,,20000,,,20000
Anatomy: Musculoskeletal and Integumentary Systems,,20000,,,20000
Entrepreneurship Strategy: From Ideation to Exit,,20000,,,20000
Using Python to Interact with the Operating System,,19000,,,19000
Programming Fundamentals,,19000,,,19000
The Social Context of Mental Health and Illness,,,,19000,19000
Geopolitics of Europe,,,,19000,19000
International Law in Action: the Arbitration of International Disputes,,,,19000,19000
Machine Learning for All,,19000,,,19000
Chicken Behaviour and Welfare,,,,19000,19000
Data Collection and Processing with Python,,,19000,,19000
Design-Led Strategy: Design thinking for business strategy and entrepreneurship,,,19000,,19000
Основы Digital Маркетинга,,,19000,,19000
Construction Cost Estimating and Cost Control,,19000,,,19000
Programming with Google Go,,,18000,,18000
Six Sigma Green Belt,,,18000,,18000
Write Your First Novel,,18000,,,18000
Feminism and Social Justice,,18000,,,18000
Fundamentals of Immunology: Innate Immunity and B-Cell Function,,,18000,,18000
Getting Started with Google Sheets,,18000,,,18000
Improving Leadership & Governance in Nonprofit Organizations,,18000,,,18000
Customer Segmentation and Prospecting,,18000,,,18000
Ecology: Ecosystem Dynamics and Conservation,,,18000,,18000
American Contract Law I,,18000,,,18000
Data and Health Indicators in Public Health Practice,,18000,,,18000
Revisão Sistemática e Meta-análise,,,17000,,17000
Stanford's Short Course on Breastfeeding,,17000,,,17000
Networking and Security Architecture with VMware NSX,,,17000,,17000
Solar Energy Basics,,17000,,,17000
Wonders of Ancient Egypt,,,17000,,17000
Leadership Development for Engineers,,17000,,,17000
Design Thinking for the Greater Good: Innovation in the Social Sector,,17000,,,17000
Drug Commercialization,,17000,,,17000
e-Learning Ecologies: Innovative Approaches to Teaching and Learning for the Digital Age,,,,17000,17000
Emerging Technologies: From Smartphones to IoT to Big Data,,17000,,,17000
A Crash Course in Causality:  Inferring Causal Effects from Observational Data,,,17000,,17000
Culture-Driven Team Building,,17000,,,17000
Sales Training for High Performing Teams,,16000,,,16000
Statistical Analysis with R for Public Health,,16000,,,16000
Sports and Society,,,,16000,16000
Research Data Management and Sharing,,,,16000,16000
Site Reliability Engineering: Measuring and Managing Reliability,16000,,,,16000
Information​ ​Systems,,16000,,,16000
Leading: Human Resource Management and Leadership,,,16000,,16000
Leading Healthcare Quality and Safety,,16000,,,16000
Introduction to User Experience Principles and Processes,,16000,,,16000
Introduction to Blockchain Technologies,,16000,,,16000
Ecosystem Services: a Method for Sustainable Development,,,16000,,16000
Корпоративные финансы и стоимость компании,,16000,,,16000
Developing APIs with Google Cloud's Apigee API Platform,,,16000,,16000
Six Sigma and the Organization (Advanced),,,15000,,15000
"Resilience in Children Exposed to Trauma, Disaster and War: Global Perspectives",,,,15000,15000
Machine Learning for Trading,,,15000,,15000
Cost and Economics in Pricing Strategy,,15000,,,15000
Construction Scheduling,,15000,,,15000
Arts and Heritage Management,,,,15000,15000
Arts and Culture Strategy,,,,15000,15000
Bugs 101: Insect-Human Interactions,,15000,,,15000
Communication Skills for Engineers,,15000,,,15000
Sequence Models,,,14000,,14000
The hidden value – Lean in manufacturing and services,,14000,,,14000
Modern Big Data Analysis with SQL,,14000,,,14000
Security & Safety Challenges in a Globalized World,,14000,,,14000
Essential Epidemiologic Tools for Public Health Practice,,14000,,,14000
Love as a Force for Social Justice,,14000,,,14000
Get Interactive: Practical Teaching with Technology,,14000,,,14000
Investment Management with Python and Machine Learning,,14000,,,14000
Integrative Health and Medicine,,14000,,,14000
Introduction to Business Analytics: Communicating with Data,,,14000,,14000
Foundational Finance for Strategic Decision Making,,14000,,,14000
Gender and Sexuality: Diversity and Inclusion in the Workplace,,14000,,,14000
Biostatistics in Public Health,,14000,,,14000
Искусство ведения бизнеса,,14000,,,14000
Engineering Health: Introduction to Yoga and Physiology,,14000,,,14000
Algorithms for Battery Management Systems,,,14000,,14000
Advertising and Society,,,,14000,14000
The Science of Training Young Athletes,,13000,,,13000
"Open Source Software Development, Linux and Git",,13000,,,13000
Social Entrepreneurship,,13000,,,13000
Memoir and Personal Essay: Write About Yourself,,13000,,,13000
Evaluación educativa,,13000,,,13000
"Introduction to Trading, Machine Learning & GCP",,,13000,,13000
FinTech: Finance Industry Transformation and Regulation,,13000,,,13000
Business Model Innovation,,,,13000,13000
BIM Fundamentals for Engineers,,13000,,,13000
AI for Medicine,,,13000,,13000
AWS Fundamentals: Migrating to the Cloud,,,13000,,13000
Patrocinio Deportivo,,12000,,,12000
Spacecraft Dynamics and Control,12000,,,,12000
Write A Feature Length Screenplay For Film Or Television,,12000,,,12000
Scaling Operations: Linking Strategy and Execution,,,,12000,12000
TensorFlow: Data and Deployment,,,12000,,12000
Unity XR: How to Build AR and VR Apps,,12000,,,12000
The Science of Stem Cells,,,12000,,12000
Sports Marketing,,,12000,,12000
Mathematics for Data Science,,12000,,,12000
New Approaches to Countering Terror: Countering Violent Extremism,,12000,,,12000
U.S. Federal Taxation,,,12000,,12000
Finance for Non-Financial Managers,,,12000,,12000
Financial Reporting,,,12000,,12000
"FinTech: Foundations, Payments, and Regulations",,12000,,,12000
Introduction to Statistics & Data Analysis in Public Health,,12000,,,12000
Instructional Design Foundations and Applications,,,,12000,12000
Influencer Marketing Strategy,,,12000,,12000
AI for Medical Diagnosis,,,12000,,12000
Agile и Scrum в работе над проектами и продуктами,,12000,,,12000
Electric Industry Operations and Markets,,12000,,,12000
Strategy and Sustainability,,11000,,,11000
Understanding Modern Finance,,,11000,,11000
Managerial Accounting Fundamentals,,11000,,,11000
Summary Statistics in Public Health,,11000,,,11000
The Cycle: Management of Successful Arts and Cultural Organizations,,11000,,,11000
Introduction to Portfolio Construction and Analysis with Python,,,,11000,11000
"Everyday Excel, Part 1",,11000,,,11000
International migrations: a global issue,,11000,,,11000
AWS Fundamentals: Addressing Security Risk,,11000,,,11000
Anticorrupción: Introducción a conceptos y perspectiva práctica,,11000,,,11000
Antibiotic Stewardship,11000,,,,11000
Practical Data Science with MATLAB,,10000,,,10000
G Suite Administration,,10000,,,10000
Global Energy and Climate Policy,,10000,,,10000
Les Fondamentaux de la Négociation,,10000,,,10000
"Innovation Through Design: Think, Make, Break, Repeat",,10000,,,10000
Financial Acumen for Non-Financial Managers,,10000,,,10000
Graphic Design Elements for Non-Designers,,10000,,,10000
Information Visualization,,10000,,,10000
Aspectos básicos de la planificación y la gestión de proyectos,,10000,,,10000
Corporate Sustainability. Understanding and Seizing the Strategic Opportunity,,,,10000,10000
Business Transformation with Google Cloud,,10000,,,10000
Corporate & Commercial Law I: Contracts & Employment Law,,,10000,,10000
Accounting for Decision Making,,,9900,,9900
Русский как иностранный,,,9800,,9800
Instructional Methods in Health Professions Education,,,9700,,9700
FinTech Law and Policy,,9700,,,9700
Autodesk Certified Professional: Revit for Architectural Design Exam Prep,9700,,,,9700
Strategic Business Management - Microeconomics,,9500,,,9500
University Teaching,,9500,,,9500
Boosting Creativity for Innovation,,9500,,,9500
The Oral Cavity: Portal to Health and Disease,,,9400,,9400
Sustainable Tourism – promoting environmental public health,,9400,,,9400
Futures Thinking,,9400,,,9400
Strategic Sales Management,,,9200,,9200
Autodesk CAD/CAM/CAE for Mechanical Engineering,,,9200,,9200
Addiction Treatment: Clinical Skills for Healthcare Providers,,9200,,,9200
Modernizing Data Lakes and Data Warehouses with GCP,,,9100,,9100
Palo Alto Networks Cybersecurity,,9100,,,9100
School Health for Children and Adolescents,,9100,,,9100
Digital Advertising Strategy,,9000,,,9000
Periodismo digital y combate a las fake news,,8900,,,8900
Patient Safety,,8800,,,8800
Soporte de Tecnologías de la Información de Google,,8800,,,8800
Big Data – Introducción al uso práctico de datos masivos,,8800,,,8800
Intellectual Property Law,,,8700,,8700
Teach English Now! Teaching Language Online,,,8500,,8500
Mastering Final Cut Pro,,8400,,,8400
Dermatology: Trip to skin,,8200,,,8200
Health Informatics,,8100,,,8100
Ancient Philosophy: Aristotle and His Successors,,,,8100,8100
L'excellence opérationnelle en pratique,,8000,,,8000
Developing Industrial Internet of Things,,,8000,,8000
Supply Chain Analytics,,7900,,,7900
Entrepreneurial Finance: Strategy and Innovation,,,7900,,7900
Analysing: Numeric and digital literacies,,7900,,,7900
Corporate Strategy,,7800,,,7800
"Ready, Set, Future! Introduction to Futures Thinking",,7700,,,7700
Global Trends for Business and Society,,,,7600,7600
Hardware Description Languages for FPGA Design,,,7400,,7400
Building Batch Data Pipelines on GCP,,,7300,,7300
Autodesk CAD/CAM for Manufacturing,,,7300,,7300
Requirements Engineering: Secure Software  Specifications,,7200,,,7200
The Economics of Health Care Delivery,,,,7200,7200
Equine Welfare and Management,,7200,,,7200
Legal Tech & Startups,,,7200,,7200
EMT Foundations,,7100,,,7100
Russian for beginners А1. Русский язык: A1,,7000,,,7000
Sample-based Learning Methods,,,6800,,6800
Aprende a programar con Python,,6600,,,6600
Aboriginal Worldviews and Education,,,,6600,6600
Intercultural Management,,6500,,,6500
Financial Technology (Fintech) Innovations,,6500,,,6500
Becoming a Sports Agent,,6500,,,6500
Secure Coding Practices,,,6400,,6400
Epidemiology for Public Health,,6400,,,6400
Compassionate Leadership Through Service Learning with Jane Goodall and Roots & Shoots,,6400,,,6400
"L'impact investing, la finance qui change le monde",,6300,,,6300
What is Compliance?,,,,6200,6200
Optical Engineering,6200,,,,6200
Unity Certified Programmer Exam Preparation,,,6100,,6100
Introduction to Intellectual Property,,6000,,,6000
"Leading for Equity, Diversity and Inclusion in Higher Education",,,5900,,5900
Building Resilient Streaming Analytics Systems on GCP,,,5800,,5800
Computational Social Science,,5800,,,5800
Sales Operations/Management,,5600,,,5600
Driving business towards the Sustainable Development Goals,,5600,,,5600
Homeland Security and Cybersecurity,,5500,,,5500
Healthcare Organization Operations,,5500,,,5500
Curanderismo: Traditional Healing Using Plants,,5500,,,5500
Troubles du spectre de l'autisme : diagnostic,,,5400,,5400
Health Information Literacy for Data Analytics,,,5400,,5400
Newborn Baby Care,,5300,,,5300
(ISC)² Systems Security Certified Practitioner (SSCP),,5300,,,5300
Reporting extra-financier et stratégie RSE,,5200,,,5200
The Teacher and Social and Emotional Learning (SEL),,5200,,,5200
Supply Chain Finance and Blockchain Technology,,,4900,,4900
Fundraising and Development,,4900,,,4900
Medical Cannabis: The Health Effects of THC and CBD,,4800,,,4800
Climate Change and Health: From Science to Action,,4800,,,4800
Introdução aos Princípios e Práticas da Gestão De Projetos,,4500,,,4500
Dentistry 101,,4500,,,4500
Formulación y evaluación de proyectos complejos,,,4400,,4400
Japanese for beginners 1,,4400,,,4400
Social Policy for Social Services & Health Practitioners,,4200,,,4200
Become a Sustainable Business Change Agent,,,4200,,4200
Architecting with Google Cloud Platform 日本語版,,,4200,,4200
Introduction to Thermodynamics: Transferring Energy from Here to There,,4100,,,4100
Essentials in Clinical Simulations Across the Health Professions,,,4100,,4100
AI for Medical Prognosis,,,4000,,4000
Developing Applications with Google Cloud Platform 日本語版,,,4000,,4000
Diseño Instruccional: Aprendizaje activo y Pedagogía digital,,4000,,,4000
Swift 5 iOS Application Developer,,3900,,,3900
Unraveling the Cycling City,,,3900,,3900
Architecting with Google Kubernetes Engine 日本語版,,3900,,,3900
Good with Words: Writing and Editing,,3800,,,3800
Global Financing Solutions  (by EDHEC and Société Générale),,,3600,,3600
IBM AI Enterprise Workflow,3500,,,,3500
Effective Compliance Programs,,,,3400,3400
IBM Customer Engagement Specialist Professional Certificate,,3300,,,3300
Palliative Care: It's Not Just Hospice Anymore,,3200,,,3200
Russian Alphabet,,3200,,,3200
Foundations of Public Health Practice,,3200,,,3200
Queering Identities: LGBTQ+ Sexuality and Gender Identity,,3000,,,3000
Data Engineering on Google Cloud Platform 日本語版,,,3000,,3000
Access Controls,,2900,,,2900
SAS Visual Business Analytics,,2600,,,2600
Introduction to Cloud Computing,,2600,,,2600
AI For Medical Treatment,,,2400,,2400
Enterprise Architecture,,2400,,,2400
Beyond the Sustainable Development Goals (SDGs): Addressing Sustainability and Development,,,,2300,2300
Implementing RPA with Cognitive Automation and Analytics,,2200,,,2200
International Security Management,,2200,,,2200
Blended Language Learning: Design and Practice for Teachers,,,1900,,1900
Esports,,1800,,,1800
The Pronunciation of American English,,1700,,,1700
Healthcare Law,,,1700,,1700
"Identifying, Monitoring, and Analyzing Risk and Incident Response and Recovery",,1700,,,1700
Infectious Disease Modelling,,,1600,,1600
Blockchain Revolution in Financial Services,,1600,,,1600
El Abogado del Futuro: Legaltech y la Transformación Digital del Derecho,,1500,,,1500
Grand Total,1264400,39921800,14506300,24989400,80681900
